gender,age,sim_history_months,international_roaming_package,operator_cloud_space,night_internet_package,volte_calling_service,superapp_social_network,superapp_financial_services,sim_card_type,operator_app_usage,monthly_cost_toman,total_cost_toman,churn,birth_month_sin,birth_month_cos,gen_2G,gen_3G,gen_4G,gen_5G,Churn_Probability,Top_Churn_Reasons,Risk_Level,Recommended_Action,Campaign_Type,Customer_Priority
1,42.0,71,-1,1,-1,1,1,1,1,1,11002500,773175000,0,1.0,6.123233995736766e-17,0,0,1,0,0.1024818350328093,total_cost_toman (+0.76) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
0,24.0,5,-1,-1,-1,-1,-1,-1,0,0,6720000,33067500,0,-1.0,-1.8369701987210287e-16,0,1,0,0,0.5674258202315794,sim_history_months (+1.082) .. monthly_cost_toman (+0.265) .. sim_card_type (+0.251),Medium Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,High
1,45.0,27,1,1,-1,-1,-1,-1,0,1,8212500,226545000,0,-1.0,-1.8369701987210287e-16,0,0,1,0,0.3727899884851744,sim_card_type (+0.251) .. gen_2G (+0.227) .. sim_history_months (+0.164),Low Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Normal
0,47.0,1,-1,-1,-1,1,-1,-1,0,1,7830000,7830000,1,1.0,6.123233995736766e-17,0,0,1,0,0.6309635841673705,sim_history_months (+1.249) .. Churn_Probability (+0.282) .. sim_card_type (+0.251),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
1,47.0,63,1,1,-1,1,-1,-1,1,1,6090000,388342500,0,0.4999999999999999,-0.8660254037844387,0,0,1,0,0.0410719502749601,monthly_cost_toman (+0.318) .. gen_2G (+0.227) .. total_cost_toman (+0.126),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
0,53.0,46,1,1,1,-1,1,1,1,1,16500000,731220000,1,-0.5000000000000004,0.8660254037844384,0,0,0,1,0.3796141673240774,total_cost_toman (+0.691) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,50.0,72,1,-1,-1,-1,-1,-1,1,0,8295000,597540000,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0.0255732555193032,total_cost_toman (+0.471) .. gen_2G (+0.227) .. monthly_cost_toman (+0.132),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
0,46.0,34,1,-1,-1,1,-1,-1,0,1,9127500,300540000,0,1.2246467991473532e-16,-1.0,0,0,1,0,0.235554821909974,sim_card_type (+0.251) .. gen_2G (+0.227) .. operator_app_usage (+0.11),Low Risk,اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),App_Engagement_Heroes_Points,Normal
0,39.0,24,1,1,-1,-1,1,1,1,0,11760000,274860000,0,1.0,6.123233995736766e-17,0,0,1,0,0.2273096721260077,sim_history_months (+0.289) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK) | ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Welcome_Campaign_24h_Guardian | Digital_Bundle_Automatic_Topup,Normal
1,20.0,72,1,1,1,1,-1,-1,1,0,10447500,736237500,0,0.0,1.0,0,0,1,0,0.020720938754528,total_cost_toman (+0.699) .. gen_2G (+0.227) .. birth_month_cos (+0.075),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,45.0,60,1,-1,1,1,1,1,1,0,8977500,538530000,0,-0.5000000000000004,0.8660254037844384,0,0,1,0,0.0749864142964421,total_cost_toman (+0.373) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
1,42.0,68,1,1,1,-1,-1,1,1,1,11535000,753450000,0,1.0,6.123233995736766e-17,0,0,1,0,0.0715507731450754,total_cost_toman (+0.727) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
0,43.0,8,0,0,0,0,0,0,1,1,2977500,21990000,0,-0.5000000000000004,0.8660254037844384,1,0,0,0,0.1951119873453563,sim_history_months (+0.957) .. monthly_cost_toman (+0.58) .. operator_app_usage (+0.11),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK) | اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),Conditional_Discount_Only_With_Value | App_Engagement_Heroes_Points | Welcome_Campaign_24h_Guardian,Normal
0,25.0,34,1,-1,1,1,1,-1,1,0,10147500,350895000,0,0.4999999999999999,-0.8660254037844387,0,0,1,0,0.1033055949894316,gen_2G (+0.227) .. superapp_social_network (+0.132) .. total_cost_toman (+0.064),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
0,27.0,6,-1,-1,-1,-1,1,1,0,0,6750000,44805000,0,0.0,1.0,0,1,0,0,0.7612827649479811,sim_history_months (+1.04) .. Churn_Probability (+0.492) .. monthly_cost_toman (+0.262),High Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Very High
1,53.0,2,-1,1,-1,1,-1,1,0,1,9630000,21547500,0,0.0,1.0,0,0,1,0,0.6748956045638594,sim_history_months (+1.207) .. Churn_Probability (+0.353) .. sim_card_type (+0.251),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
1,40.0,31,-1,-1,-1,1,-1,-1,1,0,12255000,382297500,0,0.8660254037844387,-0.4999999999999998,0,0,0,1,0.2736636408757194,gen_5G (+0.424) .. gen_2G (+0.227) .. total_cost_toman (+0.116),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,48.0,20,0,0,0,0,0,0,0,1,3832500,76110000,0,0.8660254037844387,-0.4999999999999998,1,0,0,0,0.2733189994641108,monthly_cost_toman (+0.508) .. sim_history_months (+0.456) .. sim_card_type (+0.251),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
0,40.0,1,0,0,0,0,0,0,0,0,3000000,3000000,0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0.3789157202962914,sim_history_months (+1.249) .. monthly_cost_toman (+0.578) .. sim_card_type (+0.251),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
1,40.0,62,-1,-1,1,-1,1,1,1,1,14512500,918810000,1,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.4427423097576085,total_cost_toman (+1.0) .. gen_5G (+0.424) .. gen_2G (+0.227),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,51.0,70,-1,-1,-1,-1,-1,-1,1,1,11347500,811710000,0,-0.5000000000000004,0.8660254037844384,0,0,0,1,0.2062124801998077,total_cost_toman (+0.823) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,34.0,10,-1,-1,-1,1,1,1,0,1,14775000,158737500,1,1.0,6.123233995736766e-17,0,0,0,1,0.8473960199346051,sim_history_months (+0.873) .. Churn_Probability (+0.631) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,41.0,39,0,0,0,0,0,0,1,1,3570000,135570000,0,-0.8660254037844386,0.5000000000000001,1,0,0,0,0.0607594574873649,monthly_cost_toman (+0.53) .. operator_app_usage (+0.11) .. birth_month_sin (+0.042),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),Conditional_Discount_Only_With_Value | App_Engagement_Heroes_Points,Normal
0,34.0,46,-1,1,-1,1,1,-1,1,1,9630000,451425000,0,0.8660254037844387,-0.4999999999999998,0,1,0,0,0.1166613522116224,total_cost_toman (+0.23) .. gen_2G (+0.227) .. superapp_social_network (+0.132),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
1,35.0,6,-1,1,-1,-1,1,-1,0,1,12802500,73417500,1,-0.4999999999999997,-0.8660254037844388,0,0,0,1,0.8601315575168654,sim_history_months (+1.04) .. Churn_Probability (+0.652) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,36.0,72,-1,-1,1,-1,1,1,1,1,11520000,820267500,0,-0.8660254037844385,-0.5000000000000004,0,0,1,0,0.1432777934058908,total_cost_toman (+0.837) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
1,43.0,18,-1,-1,1,1,-1,-1,0,0,8280000,158715000,0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0.3918095497868894,sim_history_months (+0.54) .. sim_card_type (+0.251) .. gen_2G (+0.227),Low Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Normal
1,34.0,71,1,-1,1,1,1,1,1,1,16282500,1142400000,0,1.0,6.123233995736766e-17,0,0,0,1,0.2139250562689196,total_cost_toman (+1.368) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,55.0,40,-1,1,-1,-1,1,1,0,1,15195000,616965000,1,-0.8660254037844386,0.5000000000000001,0,0,0,1,0.7706091786985597,Churn_Probability (+0.508) .. total_cost_toman (+0.503) .. gen_5G (+0.424),High Risk,برنامه وفادارسازی عمومی,General Loyalty,Very High
1,29.0,1,-1,-1,-1,-1,-1,-1,0,1,10432500,10432500,1,0.8660254037844386,0.5000000000000001,0,0,0,1,0.8725809800527065,sim_history_months (+1.249) .. Churn_Probability (+0.672) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,38.0,58,-1,1,1,-1,1,1,1,1,15487500,902647500,1,1.2246467991473532e-16,-1.0,0,0,0,1,0.4310895586774434,total_cost_toman (+0.973) .. gen_5G (+0.424) .. gen_2G (+0.227),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,35.0,70,1,-1,-1,1,1,1,1,1,15600000,1087522500,1,0.4999999999999999,0.8660254037844387,0,0,0,1,0.2203150814686481,total_cost_toman (+1.278) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,57.0,42,0,0,0,0,0,0,1,0,3787500,166230000,0,-0.8660254037844385,-0.5000000000000004,1,0,0,0,0.0349061702230609,monthly_cost_toman (+0.512) .. age (+0.052) .. birth_month_sin (+0.042),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی,Conditional_Discount_Only_With_Value,Normal
1,42.0,34,1,-1,-1,-1,-1,-1,1,0,4560000,140797500,0,-0.4999999999999997,-0.8660254037844388,0,1,0,0,0.105345083245693,monthly_cost_toman (+0.447) .. gen_2G (+0.227) .. volte_calling_service (+0.073),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | فعال‌سازی رایگان VoLTE به عنوان بخشی از بسته عذرخواهی برای CRITICAL RISK,Conditional_Discount_Only_With_Value | VoLTE_As_Apology_Bundle,Normal
1,52.0,5,0,0,0,0,0,0,0,0,3007500,14122500,0,0.4999999999999999,0.8660254037844387,1,0,0,0,0.3506840000238196,sim_history_months (+1.082) .. monthly_cost_toman (+0.577) .. sim_card_type (+0.251),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
0,22.0,25,-1,-1,-1,-1,1,-1,0,1,12690000,313207500,0,0.0,1.0,0,0,0,1,0.8016265030970054,Churn_Probability (+0.558) .. gen_5G (+0.424) .. sim_card_type (+0.251),High Risk,برنامه وفادارسازی عمومی,General Loyalty,Very High
0,43.0,2,-1,-1,1,-1,-1,1,0,1,12930000,26805000,1,-0.8660254037844385,-0.5000000000000004,0,0,0,1,0.8829146648942569,sim_history_months (+1.207) .. Churn_Probability (+0.689) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,51.0,55,-1,1,1,1,1,1,1,1,15555000,848512500,0,-1.0,-1.8369701987210287e-16,0,0,0,1,0.3468213745092081,total_cost_toman (+0.884) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,41.0,21,-1,1,1,1,1,1,0,1,16680000,347565000,1,1.0,6.123233995736766e-17,0,0,0,1,0.7729802484632294,Churn_Probability (+0.511) .. gen_5G (+0.424) .. sim_history_months (+0.414),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,53.0,70,1,1,-1,1,-1,-1,1,1,13200000,897967500,0,-1.0,-1.8369701987210287e-16,0,0,0,1,0.0909873766304663,total_cost_toman (+0.965) .. gen_5G (+0.424) .. gen_2G (+0.227),Low Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
0,34.0,61,-1,-1,1,1,1,1,0,1,15952500,1012702500,0,-1.0,-1.8369701987210287e-16,0,0,0,1,0.5997138942128372,total_cost_toman (+1.154) .. gen_5G (+0.424) .. sim_card_type (+0.251),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,High
1,57.0,43,1,-1,1,1,1,1,1,1,11872500,534990000,0,-0.4999999999999997,-0.8660254037844388,0,0,1,0,0.1591218136891637,total_cost_toman (+0.368) .. gen_2G (+0.227) .. superapp_financial_services (+0.149),Low Risk,ارائه سرویس دیجیتال رایگان (مثلاً ۱۰ گیگ دیتای خودکار ماهانه) برای HIGH RISK دارای مصرف بالا,Digital_Bundle_Automatic_Topup,Normal
1,68.0,47,-1,1,1,-1,1,1,1,1,15465000,733395000,0,1.2246467991473532e-16,-1.0,0,0,0,1,0.4931777237580441,total_cost_toman (+0.694) .. gen_5G (+0.424) .. gen_2G (+0.227),Medium Risk,برنامه وفادارسازی عمومی,General Loyalty,Normal
1,36.0,5,-1,-1,1,1,1,-1,0,1,9592500,47715000,0,0.8660254037844387,-0.4999999999999998,0,0,1,0,0.6669798324442959,sim_history_months (+1.082) .. Churn_Probability (+0.34) .. sim_card_type (+0.251),Medium Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,High
0,35.0,62,0,0,0,0,0,0,1,1,3870000,234592500,0,-1.0,-1.8369701987210287e-16,1,0,0,0,0.023226922390561,monthly_cost_toman (+0.505) .. operator_app_usage (+0.11) .. birth_month_sin (+0.048),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اعطای پاداش نصب اپلیکیشن به صورت امتیاز عضویت در باشگاه قهرمانان (LOW RISK),Conditional_Discount_Only_With_Value | App_Engagement_Heroes_Points,Normal
0,57.0,16,-1,1,1,-1,1,-1,0,1,13417500,214537500,1,1.2246467991473532e-16,-1.0,0,0,0,1,0.8105403604916772,sim_history_months (+0.623) .. Churn_Probability (+0.572) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
1,59.0,7,-1,-1,-1,-1,1,1,0,1,14340000,96652500,1,1.2246467991473532e-16,-1.0,0,0,0,1,0.897017530906338,sim_history_months (+0.999) .. Churn_Probability (+0.711) .. gen_5G (+0.424),High Risk,اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Welcome_Campaign_24h_Guardian,Very High
0,34.0,14,0,0,0,0,0,0,0,0,3832500,55867500,0,-1.0,-1.8369701987210287e-16,1,0,0,0,0.2460733345160186,sim_history_months (+0.707) .. monthly_cost_toman (+0.508) .. sim_card_type (+0.251),Low Risk,ارائه بسته تخفیف ویژه (فقط برای HIGH RISK با الگوی مصرف بالا) - توصیه نمی‌شود مگر در کنار انگیزه ارزشی | اجرای کمپین خوش‌آمدگویی پیشگیرانه ۲۴ ساعته برای مشتریان جدید (CRITICAL RISK),Conditional_Discount_Only_With_Value | Welcome_Campaign_24h_Guardian,Normal
